precision,recall,f1_score
0.5714285714285714,0.6153846153846154,0.5925925925925927
0.3333333333333333,0.36363636363636365,0.34782608695652173
0.5833333333333334,0.5833333333333334,0.5833333333333334
0.42857142857142855,0.46153846153846156,0.4444444444444445
0.5454545454545454,0.5454545454545454,0.5454545454545454
0.46153846153846156,0.46153846153846156,0.46153846153846156
0.3333333333333333,0.3333333333333333,0.3333333333333333
0.5833333333333334,0.5833333333333334,0.5833333333333334
0.5,0.5,0.5
0.6153846153846154,0.6153846153846154,0.6153846153846154
0.5384615384615384,0.5384615384615384,0.5384615384615384
0.8181818181818182,0.75,0.7826086956521738
0.6428571428571429,0.6923076923076923,0.6666666666666666
0.3076923076923077,0.3076923076923077,0.3076923076923077
0.5384615384615384,0.5384615384615384,0.5384615384615384
0.3076923076923077,0.3076923076923077,0.3076923076923077
0.5384615384615384,0.5384615384615384,0.5384615384615384
0.7142857142857143,0.7142857142857143,0.7142857142857143
0.6428571428571429,0.6923076923076923,0.6666666666666666
0.4,0.42857142857142855,0.4137931034482759
0.3333333333333333,0.3333333333333333,0.3333333333333333
0.5714285714285714,0.5714285714285714,0.5714285714285714
0.4166666666666667,0.4166666666666667,0.4166666666666667
0.36363636363636365,0.36363636363636365,0.36363636363636365
0.5714285714285714,0.6153846153846154,0.5925925925925927
0.35714285714285715,0.38461538461538464,0.3703703703703704
0.6428571428571429,0.6428571428571429,0.6428571428571429
0.7692307692307693,0.8333333333333334,0.8
0.5333333333333333,0.5333333333333333,0.5333333333333333
0.8461538461538461,0.9166666666666666,0.8799999999999999
0.36363636363636365,0.36363636363636365,0.36363636363636365
0.4,0.4,0.4000000000000001
0.42857142857142855,0.42857142857142855,0.42857142857142855
0.3333333333333333,0.3333333333333333,0.3333333333333333
0.6363636363636364,0.6363636363636364,0.6363636363636364
0.7142857142857143,0.7142857142857143,0.7142857142857143
0.5,0.5,0.5
0.4,0.46153846153846156,0.42857142857142855
0.6428571428571429,0.6923076923076923,0.6666666666666666
0.42857142857142855,0.42857142857142855,0.42857142857142855
0.35714285714285715,0.38461538461538464,0.3703703703703704
0.6666666666666666,0.7142857142857143,0.689655172413793
0.5833333333333334,0.5833333333333334,0.5833333333333334
0.5625,0.5625,0.5625
0.46153846153846156,0.46153846153846156,0.46153846153846156
0.5333333333333333,0.5333333333333333,0.5333333333333333
0.4,0.42857142857142855,0.4137931034482759
0.5333333333333333,0.6153846153846154,0.5714285714285715
0.42857142857142855,0.42857142857142855,0.42857142857142855
0.6153846153846154,0.6153846153846154,0.6153846153846154
0.5333333333333333,0.5333333333333333,0.5333333333333333
0.375,0.3333333333333333,0.35294117647058826
0.5,0.4666666666666667,0.4827586206896552
0.38461538461538464,0.38461538461538464,0.38461538461538464
0.6875,0.6875,0.6875
0.38461538461538464,0.35714285714285715,0.3703703703703704
0.4117647058823529,0.4375,0.42424242424242425
0.2857142857142857,0.3076923076923077,0.29629629629629634
0.5,0.5833333333333334,0.5384615384615384
0.6,0.6,0.6
0.5,0.5,0.5
0.4666666666666667,0.4666666666666667,0.4666666666666667
0.3333333333333333,0.35714285714285715,0.3448275862068965
0.5384615384615384,0.5833333333333334,0.5599999999999999
0.5,0.5,0.5
0.6,0.6,0.6
0.5833333333333334,0.6363636363636364,0.6086956521739131
0.5,0.5,0.5
0.35714285714285715,0.4166666666666667,0.3846153846153846
0.5333333333333333,0.5333333333333333,0.5333333333333333
0.8,0.8,0.8000000000000002
0.5294117647058824,0.5294117647058824,0.5294117647058824
0.42857142857142855,0.42857142857142855,0.42857142857142855
0.4,0.4,0.4000000000000001
0.5,0.5,0.5
0.6,0.6428571428571429,0.6206896551724138
0.4666666666666667,0.4666666666666667,0.4666666666666667
0.5,0.5714285714285714,0.5333333333333333
0.5333333333333333,0.5333333333333333,0.5333333333333333
0.5714285714285714,0.6153846153846154,0.5925925925925927
0.35714285714285715,0.35714285714285715,0.35714285714285715
0.42857142857142855,0.4,0.4137931034482759
0.5625,0.5625,0.5625
0.5333333333333333,0.5333333333333333,0.5333333333333333
0.4375,0.4375,0.4375
0.4666666666666667,0.5,0.4827586206896552
0.5384615384615384,0.5,0.5185185185185186
0.375,0.4,0.38709677419354843
0.4,0.46153846153846156,0.42857142857142855
0.5,0.5384615384615384,0.5185185185185186
0.38461538461538464,0.38461538461538464,0.38461538461538464
0.4666666666666667,0.5,0.4827586206896552
0.42857142857142855,0.42857142857142855,0.42857142857142855
0.2857142857142857,0.3076923076923077,0.29629629629629634
0.5333333333333333,0.5,0.5161290322580646
0.4666666666666667,0.4666666666666667,0.4666666666666667
0.7142857142857143,0.8333333333333334,0.7692307692307692
0.38461538461538464,0.4166666666666667,0.4
0.6875,0.6875,0.6875
0.46153846153846156,0.46153846153846156,0.46153846153846156
0.5833333333333334,0.5833333333333334,0.5833333333333334
0.6923076923076923,0.75,0.7199999999999999
0.5,0.5384615384615384,0.5185185185185186
0.5,0.5,0.5
0.4166666666666667,0.45454545454545453,0.43478260869565216
0.2857142857142857,0.2857142857142857,0.2857142857142857
0.5,0.5,0.5
0.5833333333333334,0.6363636363636364,0.6086956521739131
0.5333333333333333,0.6153846153846154,0.5714285714285715
0.6,0.6,0.6
0.4666666666666667,0.5,0.4827586206896552
0.6923076923076923,0.6428571428571429,0.6666666666666666
0.5384615384615384,0.5,0.5185185185185186
0.42857142857142855,0.5,0.4615384615384615
0.5,0.5384615384615384,0.5185185185185186
0.35714285714285715,0.38461538461538464,0.3703703703703704
0.6153846153846154,0.6666666666666666,0.64
0.36363636363636365,0.4,0.380952380952381
0.3333333333333333,0.3333333333333333,0.3333333333333333
0.5,0.5,0.5
0.4666666666666667,0.4666666666666667,0.4666666666666667
0.6,0.6,0.6
0.4666666666666667,0.4666666666666667,0.4666666666666667
0.5384615384615384,0.5384615384615384,0.5384615384615384
0.5714285714285714,0.6153846153846154,0.5925925925925927
0.5,0.5384615384615384,0.5185185185185186
0.6153846153846154,0.6666666666666666,0.64
0.46153846153846156,0.46153846153846156,0.46153846153846156
0.6428571428571429,0.6923076923076923,0.6666666666666666
0.46153846153846156,0.5,0.48000000000000004
0.4166666666666667,0.5,0.45454545454545453
0.35714285714285715,0.38461538461538464,0.3703703703703704
0.5,0.5,0.5
0.38461538461538464,0.5,0.4347826086956522
0.42857142857142855,0.5,0.4615384615384615
0.5,0.5833333333333334,0.5384615384615384
0.42857142857142855,0.5454545454545454,0.4799999999999999
0.5833333333333334,0.5833333333333334,0.5833333333333334
0.5384615384615384,0.5384615384615384,0.5384615384615384
0.5384615384615384,0.5833333333333334,0.5599999999999999
0.4666666666666667,0.5384615384615384,0.5
0.42857142857142855,0.5,0.4615384615384615
0.5714285714285714,0.6153846153846154,0.5925925925925927
0.38461538461538464,0.4166666666666667,0.4
0.5833333333333334,0.5833333333333334,0.5833333333333334
0.4,0.42857142857142855,0.4137931034482759
0.4666666666666667,0.5384615384615384,0.5
0.5714285714285714,0.6666666666666666,0.6153846153846153
0.5714285714285714,0.6153846153846154,0.5925925925925927
0.5,0.6,0.5454545454545454
0.5384615384615384,0.5384615384615384,0.5384615384615384
0.5384615384615384,0.5833333333333334,0.5599999999999999
0.6666666666666666,0.8,0.7272727272727272
0.5384615384615384,0.5384615384615384,0.5384615384615384
0.5714285714285714,0.5714285714285714,0.5714285714285714
0.4666666666666667,0.5,0.4827586206896552
0.2857142857142857,0.2857142857142857,0.2857142857142857
0.5,0.6666666666666666,0.5714285714285715
0.5384615384615384,0.5384615384615384,0.5384615384615384
0.38461538461538464,0.4166666666666667,0.4
0.2727272727272727,0.3,0.28571428571428564
0.5,0.5454545454545454,0.5217391304347826
0.4666666666666667,0.5,0.4827586206896552
0.5,0.5,0.5
0.75,0.75,0.75
0.42857142857142855,0.42857142857142855,0.42857142857142855
0.4,0.46153846153846156,0.42857142857142855
0.5384615384615384,0.6363636363636364,0.5833333333333334
0.4,0.46153846153846156,0.42857142857142855
0.2857142857142857,0.3076923076923077,0.29629629629629634
0.6923076923076923,0.6923076923076923,0.6923076923076923
0.5833333333333334,0.5833333333333334,0.5833333333333334
0.5714285714285714,0.6666666666666666,0.6153846153846153
0.4,0.42857142857142855,0.4137931034482759
0.2857142857142857,0.3333333333333333,0.30769230769230765
0.4,0.4,0.4000000000000001
0.5833333333333334,0.5833333333333334,0.5833333333333334
0.35714285714285715,0.4166666666666667,0.3846153846153846
0.46153846153846156,0.46153846153846156,0.46153846153846156
0.5384615384615384,0.5833333333333334,0.5599999999999999
0.46153846153846156,0.5,0.48000000000000004
0.4166666666666667,0.45454545454545453,0.43478260869565216
0.38461538461538464,0.4166666666666667,0.4
0.5625,0.6923076923076923,0.6206896551724138
0.42857142857142855,0.42857142857142855,0.42857142857142855
0.23076923076923078,0.3,0.2608695652173913
0.2727272727272727,0.3,0.28571428571428564
0.38461538461538464,0.38461538461538464,0.38461538461538464
0.46153846153846156,0.5,0.48000000000000004
0.38461538461538464,0.4166666666666667,0.4
0.42857142857142855,0.46153846153846156,0.4444444444444445
0.5,0.5,0.5
0.3076923076923077,0.3333333333333333,0.32
0.42857142857142855,0.5,0.4615384615384615
0.5714285714285714,0.6153846153846154,0.5925925925925927
0.35714285714285715,0.38461538461538464,0.3703703703703704
0.7142857142857143,0.8333333333333334,0.7692307692307692
0.23076923076923078,0.25,0.24000000000000002
0.6,0.6,0.6
0.5,0.5833333333333334,0.5384615384615384
0.36363636363636365,0.36363636363636365,0.36363636363636365
0.6153846153846154,0.6666666666666666,0.64
0.3333333333333333,0.4,0.3636363636363636
0.42857142857142855,0.5,0.4615384615384615
0.46153846153846156,0.42857142857142855,0.4444444444444445
0.42857142857142855,0.46153846153846156,0.4444444444444445
0.38461538461538464,0.38461538461538464,0.38461538461538464
0.45454545454545453,0.45454545454545453,0.45454545454545453
0.375,0.375,0.375
0.4666666666666667,0.5,0.4827586206896552
0.3125,0.35714285714285715,0.3333333333333333
0.42857142857142855,0.46153846153846156,0.4444444444444445
0.5,0.5454545454545454,0.5217391304347826
0.4666666666666667,0.5384615384615384,0.5
0.4666666666666667,0.5,0.4827586206896552
0.5833333333333334,0.6363636363636364,0.6086956521739131
0.6153846153846154,0.5714285714285714,0.5925925925925927
0.5333333333333333,0.5714285714285714,0.5517241379310344
0.5,0.5,0.5
0.5,0.5384615384615384,0.5185185185185186
0.5714285714285714,0.6153846153846154,0.5925925925925927
0.6153846153846154,0.6666666666666666,0.64
0.3333333333333333,0.3333333333333333,0.3333333333333333
0.42857142857142855,0.46153846153846156,0.4444444444444445
0.4375,0.4666666666666667,0.45161290322580644
0.5,0.6,0.5454545454545454
0.4166666666666667,0.45454545454545453,0.43478260869565216
0.5,0.5333333333333333,0.5161290322580646
0.2727272727272727,0.2727272727272727,0.2727272727272727
0.6,0.6428571428571429,0.6206896551724138
0.2857142857142857,0.2857142857142857,0.2857142857142857
0.38461538461538464,0.4166666666666667,0.4
0.6,0.6923076923076923,0.6428571428571429
0.6153846153846154,0.6153846153846154,0.6153846153846154
0.3333333333333333,0.4166666666666667,0.3703703703703704
0.23076923076923078,0.2727272727272727,0.24999999999999994
0.42857142857142855,0.42857142857142855,0.42857142857142855
0.35714285714285715,0.38461538461538464,0.3703703703703704
0.26666666666666666,0.26666666666666666,0.26666666666666666
0.3333333333333333,0.4444444444444444,0.380952380952381
0.4166666666666667,0.45454545454545453,0.43478260869565216
0.4,0.42857142857142855,0.4137931034482759
0.42857142857142855,0.46153846153846156,0.4444444444444445
0.5384615384615384,0.5384615384615384,0.5384615384615384
0.5,0.5454545454545454,0.5217391304347826
0.6428571428571429,0.6428571428571429,0.6428571428571429
0.4375,0.4666666666666667,0.45161290322580644
0.46153846153846156,0.5,0.48000000000000004
0.45454545454545453,0.5,0.47619047619047616
0.6,0.6428571428571429,0.6206896551724138
0.3333333333333333,0.36363636363636365,0.34782608695652173
0.6153846153846154,0.6666666666666666,0.64
0.38461538461538464,0.4166666666666667,0.4
0.5625,0.6,0.5806451612903225
0.46153846153846156,0.5,0.48000000000000004
0.4166666666666667,0.4166666666666667,0.4166666666666667
0.6428571428571429,0.6428571428571429,0.6428571428571429
0.7142857142857143,0.8333333333333334,0.7692307692307692
0.5333333333333333,0.5714285714285714,0.5517241379310344
0.4166666666666667,0.45454545454545453,0.43478260869565216
0.1875,0.23076923076923078,0.20689655172413793
0.42857142857142855,0.42857142857142855,0.42857142857142855
0.42857142857142855,0.42857142857142855,0.42857142857142855
0.4666666666666667,0.5384615384615384,0.5
0.6428571428571429,0.6923076923076923,0.6666666666666666
0.42857142857142855,0.5,0.4615384615384615
0.375,0.4,0.38709677419354843
0.4666666666666667,0.5384615384615384,0.5
0.5,0.5714285714285714,0.5333333333333333
0.4666666666666667,0.5,0.4827586206896552
0.5,0.46153846153846156,0.48000000000000004
0.3333333333333333,0.3333333333333333,0.3333333333333333
0.3,0.25,0.2727272727272727
0.6,0.6,0.6
0.5333333333333333,0.6153846153846154,0.5714285714285715
0.5,0.5,0.5
0.2857142857142857,0.3076923076923077,0.29629629629629634
0.4375,0.4666666666666667,0.45161290322580644
0.46153846153846156,0.5454545454545454,0.4999999999999999
0.4117647058823529,0.4666666666666667,0.43749999999999994
0.26666666666666666,0.2857142857142857,0.2758620689655172
0.46153846153846156,0.5454545454545454,0.4999999999999999
0.38461538461538464,0.38461538461538464,0.38461538461538464
0.6428571428571429,0.6923076923076923,0.6666666666666666
0.5384615384615384,0.5384615384615384,0.5384615384615384
0.5333333333333333,0.5714285714285714,0.5517241379310344
0.38461538461538464,0.35714285714285715,0.3703703703703704
0.2857142857142857,0.2857142857142857,0.2857142857142857
0.4375,0.5,0.4666666666666667
0.3333333333333333,0.38461538461538464,0.3571428571428571
0.42857142857142855,0.46153846153846156,0.4444444444444445
0.5333333333333333,0.5714285714285714,0.5517241379310344
0.42857142857142855,0.46153846153846156,0.4444444444444445
0.38461538461538464,0.4166666666666667,0.4
0.6,0.6,0.6
0.5833333333333334,0.6363636363636364,0.6086956521739131
0.23076923076923078,0.25,0.24000000000000002
0.6666666666666666,0.75,0.7058823529411765
0.23076923076923078,0.2727272727272727,0.24999999999999994
0.26666666666666666,0.3333333333333333,0.2962962962962963
0.2727272727272727,0.2727272727272727,0.2727272727272727
0.46153846153846156,0.46153846153846156,0.46153846153846156
0.375,0.46153846153846156,0.41379310344827586
0.6,0.6428571428571429,0.6206896551724138
0.6666666666666666,0.6666666666666666,0.6666666666666666
0.3125,0.3333333333333333,0.3225806451612903
0.42857142857142855,0.5,0.4615384615384615
0.3333333333333333,0.4166666666666667,0.3703703703703704
0.42857142857142855,0.46153846153846156,0.4444444444444445
0.6470588235294118,0.7857142857142857,0.7096774193548386
0.5714285714285714,0.5714285714285714,0.5714285714285714
0.5,0.5384615384615384,0.5185185185185186
0.46153846153846156,0.5,0.48000000000000004
0.625,0.7142857142857143,0.6666666666666666
0.18181818181818182,0.18181818181818182,0.18181818181818182
0.3333333333333333,0.35714285714285715,0.3448275862068965
0.5,0.5,0.5
0.3076923076923077,0.3333333333333333,0.32
0.5625,0.6,0.5806451612903225
0.4666666666666667,0.4666666666666667,0.4666666666666667
0.47058823529411764,0.5,0.48484848484848486
0.38461538461538464,0.35714285714285715,0.3703703703703704
0.3333333333333333,0.35714285714285715,0.3448275862068965
0.6,0.6428571428571429,0.6206896551724138
0.5,0.5833333333333334,0.5384615384615384
0.375,0.42857142857142855,0.39999999999999997
0.5714285714285714,0.6153846153846154,0.5925925925925927
0.4375,0.4666666666666667,0.45161290322580644
0.42857142857142855,0.5,0.4615384615384615
0.5333333333333333,0.5333333333333333,0.5333333333333333
0.4,0.42857142857142855,0.4137931034482759
0.3333333333333333,0.38461538461538464,0.3571428571428571
0.35714285714285715,0.35714285714285715,0.35714285714285715
0.42857142857142855,0.46153846153846156,0.4444444444444445
0.6153846153846154,0.6153846153846154,0.6153846153846154
0.45454545454545453,0.4166666666666667,0.43478260869565216
0.42857142857142855,0.46153846153846156,0.4444444444444445
0.5384615384615384,0.5384615384615384,0.5384615384615384
0.375,0.4,0.38709677419354843
0.42857142857142855,0.46153846153846156,0.4444444444444445
0.6428571428571429,0.6428571428571429,0.6428571428571429
0.3076923076923077,0.3076923076923077,0.3076923076923077
0.25,0.2857142857142857,0.26666666666666666
0.5454545454545454,0.5454545454545454,0.5454545454545454
0.4,0.46153846153846156,0.42857142857142855
0.4666666666666667,0.5,0.4827586206896552
0.5333333333333333,0.5333333333333333,0.5333333333333333
0.5,0.5384615384615384,0.5185185185185186
0.46153846153846156,0.46153846153846156,0.46153846153846156
0.4666666666666667,0.5384615384615384,0.5
0.38461538461538464,0.38461538461538464,0.38461538461538464
0.5454545454545454,0.5454545454545454,0.5454545454545454
0.46153846153846156,0.46153846153846156,0.46153846153846156
0.5714285714285714,0.5714285714285714,0.5714285714285714
0.46153846153846156,0.5,0.48000000000000004
0.5384615384615384,0.5384615384615384,0.5384615384615384
0.42857142857142855,0.42857142857142855,0.42857142857142855
0.6428571428571429,0.6428571428571429,0.6428571428571429
0.38461538461538464,0.38461538461538464,0.38461538461538464
0.46153846153846156,0.5,0.48000000000000004
0.4666666666666667,0.5,0.4827586206896552
0.6428571428571429,0.6428571428571429,0.6428571428571429
0.4,0.46153846153846156,0.42857142857142855
0.46153846153846156,0.4,0.42857142857142855
0.5,0.5384615384615384,0.5185185185185186
0.5454545454545454,0.5454545454545454,0.5454545454545454
0.5714285714285714,0.6153846153846154,0.5925925925925927
0.5714285714285714,0.6666666666666666,0.6153846153846153
0.5714285714285714,0.6153846153846154,0.5925925925925927
0.46153846153846156,0.5,0.48000000000000004
0.25,0.3333333333333333,0.28571428571428575
0.4375,0.4117647058823529,0.42424242424242425
0.2857142857142857,0.3076923076923077,0.29629629629629634
0.4375,0.4117647058823529,0.42424242424242425
0.5333333333333333,0.5333333333333333,0.5333333333333333
0.5714285714285714,0.6153846153846154,0.5925925925925927
0.7142857142857143,0.7142857142857143,0.7142857142857143
0.5714285714285714,0.6153846153846154,0.5925925925925927
0.3076923076923077,0.36363636363636365,0.33333333333333337
0.4666666666666667,0.4666666666666667,0.4666666666666667
0.5,0.5833333333333334,0.5384615384615384
0.5333333333333333,0.5714285714285714,0.5517241379310344
0.6666666666666666,0.6666666666666666,0.6666666666666666
0.5714285714285714,0.6666666666666666,0.6153846153846153
0.4,0.42857142857142855,0.4137931034482759
0.42857142857142855,0.46153846153846156,0.4444444444444445
0.4666666666666667,0.5384615384615384,0.5
0.4375,0.5,0.4666666666666667
0.4666666666666667,0.4666666666666667,0.4666666666666667
0.7142857142857143,0.7142857142857143,0.7142857142857143
0.5714285714285714,0.6666666666666666,0.6153846153846153
0.5333333333333333,0.5333333333333333,0.5333333333333333
0.46153846153846156,0.46153846153846156,0.46153846153846156
0.5,0.5384615384615384,0.5185185185185186
0.5,0.5833333333333334,0.5384615384615384
0.42857142857142855,0.46153846153846156,0.4444444444444445
0.5714285714285714,0.6666666666666666,0.6153846153846153
0.5333333333333333,0.5714285714285714,0.5517241379310344
0.5,0.6,0.5454545454545454
0.3333333333333333,0.375,0.35294117647058826
0.42857142857142855,0.5,0.4615384615384615
0.42857142857142855,0.46153846153846156,0.4444444444444445
0.375,0.4,0.38709677419354843
0.3333333333333333,0.3333333333333333,0.3333333333333333
0.6666666666666666,0.7142857142857143,0.689655172413793
0.46153846153846156,0.5,0.48000000000000004
0.5625,0.5625,0.5625
0.6153846153846154,0.6153846153846154,0.6153846153846154
0.6666666666666666,0.6666666666666666,0.6666666666666666
0.4444444444444444,0.5333333333333333,0.4848484848484848
0.4,0.46153846153846156,0.42857142857142855
0.5333333333333333,0.6153846153846154,0.5714285714285715
0.4,0.46153846153846156,0.42857142857142855
0.35294117647058826,0.375,0.3636363636363636
0.3333333333333333,0.36363636363636365,0.34782608695652173
0.4666666666666667,0.5,0.4827586206896552
0.47058823529411764,0.5,0.48484848484848486
0.46153846153846156,0.46153846153846156,0.46153846153846156
0.6,0.6428571428571429,0.6206896551724138
0.4,0.46153846153846156,0.42857142857142855
0.38461538461538464,0.5,0.4347826086956522
0.5,0.5,0.5
0.4117647058823529,0.4666666666666667,0.43749999999999994
0.5333333333333333,0.5333333333333333,0.5333333333333333
0.4,0.42857142857142855,0.4137931034482759
0.5384615384615384,0.5833333333333334,0.5599999999999999
0.5333333333333333,0.5714285714285714,0.5517241379310344
0.5,0.5,0.5
0.4666666666666667,0.4666666666666667,0.4666666666666667
0.26666666666666666,0.3333333333333333,0.2962962962962963
0.5714285714285714,0.5714285714285714,0.5714285714285714
0.3076923076923077,0.3076923076923077,0.3076923076923077
0.5,0.6153846153846154,0.5517241379310345
0.4,0.4,0.4000000000000001
0.45454545454545453,0.5,0.47619047619047616
0.3333333333333333,0.3333333333333333,0.3333333333333333
0.5384615384615384,0.5384615384615384,0.5384615384615384
0.42857142857142855,0.46153846153846156,0.4444444444444445
0.7142857142857143,0.7142857142857143,0.7142857142857143
0.4,0.4,0.4000000000000001
0.4,0.46153846153846156,0.42857142857142855
0.35714285714285715,0.4166666666666667,0.3846153846153846
0.35294117647058826,0.375,0.3636363636363636
0.5384615384615384,0.5384615384615384,0.5384615384615384
0.42857142857142855,0.42857142857142855,0.42857142857142855
0.5833333333333334,0.5833333333333334,0.5833333333333334
0.4666666666666667,0.5,0.4827586206896552
0.5333333333333333,0.5714285714285714,0.5517241379310344
0.5833333333333334,0.5833333333333334,0.5833333333333334
0.4666666666666667,0.5,0.4827586206896552
